time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,mile_num,gradient_point,gradient_rating
,38.62997,-78.62002,823.175293,"(38.62997, -78.62002, 823.175293)",0.01333281,-1.0244749999999385,484.643372,3.175621169999997,70.3972368,4.0,-4.6,flat
,38.62991,-78.62003,824.003723,"(38.62991, -78.62003, 824.003723)",0.0041806,0.8284300000000258,485.471802,3.1798017699999974,22.073567999999998,4.0,10.7,up
,38.62968,-78.62008,824.661316,"(38.62968, -78.62008, 824.661316)",0.01611902,0.6575930000000199,486.12939500000005,3.1959207899999975,85.1084256,4.0,2.4,flat
,38.62945,-78.62014,824.995667,"(38.62945, -78.62014, 824.995667)",0.01621812,0.33435099999996964,486.463746,3.2121389099999975,85.6316736,4.0,1.2,flat
,38.62937,-78.62014,825.000305,"(38.62937, -78.62014, 825.000305)",0.00552747,0.00463799999999992,486.468384,3.2176663799999976,29.185041599999998,4.0,0.0,flat
,38.62922,-78.62026,825.357422,"(38.62922, -78.62026, 825.357422)",0.01222152,0.35711700000001656,486.82550100000003,3.229887899999998,64.5296256,4.0,1.7,flat
,38.62919,-78.62027,825.425476,"(38.62919, -78.62027, 825.425476)",0.00214193,0.06805399999996098,486.893555,3.232029829999998,11.309390399999998,4.0,1.5,flat
,38.62897,-78.6204,827.296448,"(38.62897, -78.6204, 827.296448)",0.01674197,1.8709720000000516,488.76452700000004,3.248771799999998,88.39760159999999,4.0,6.7,up
,38.62889,-78.62047,826.812927,"(38.62889, -78.62047, 826.812927)",0.00669543,-0.4835210000001098,488.28100599999993,3.255467229999998,35.351870399999996,4.0,-4.1,flat
,38.62872,-78.62058,826.543396,"(38.62872, -78.62058, 826.543396)",0.01316124,-0.26953099999991537,488.011475,3.268628469999998,69.49134719999999,4.0,-1.2,flat
,38.6287,-78.62062,826.683533,"(38.6287, -78.62062, 826.683533)",0.00256341,0.14013699999998153,488.151612,3.271191879999998,13.5348048,4.0,2.7,flat
,38.62854,-78.62077,826.86731,"(38.62854, -78.62077, 826.86731)",0.01370272,0.18377699999996366,488.33538899999996,3.284894599999998,72.3503616,4.0,0.8,flat
,38.62851,-78.62084,826.857605,"(38.62851, -78.62084, 826.857605)",0.00430958,-0.0097049999999399,488.325684,3.2892041799999983,22.7545824,4.0,-0.1,flat
,38.62847,-78.62089,827.005676,"(38.62847, -78.62089, 827.005676)",0.00386289,0.14807099999995899,488.473755,3.2930670699999984,20.3960592,4.0,2.1,flat
,38.62844,-78.62096,827.110962,"(38.62844, -78.62096, 827.110962)",0.00430958,0.10528599999997823,488.57904099999996,3.2973766499999986,22.7545824,4.0,1.3,flat
,38.6284,-78.62101,826.887756,"(38.6284, -78.62101, 826.887756)",0.00386289,-0.22320600000000468,488.35583499999996,3.3012395399999988,20.3960592,4.0,-3.1,flat
,38.62834,-78.62112,826.133179,"(38.62834, -78.62112, 826.133179)",0.00724148,-0.7545769999999266,487.60125800000003,3.3084810199999986,38.2350144,4.0,-6.0,down
,38.62828,-78.6212,825.799805,"(38.62828, -78.6212, 825.799805)",0.00598601,-0.3333740000000489,487.267884,3.3144670299999985,31.6061328,4.0,-3.1,flat
,38.62813,-78.62128,826.164673,"(38.62813, -78.62128, 826.164673)",0.0112276,0.3648680000000013,487.632752,3.3256946299999983,59.281728,4.0,1.9,flat
,38.62812,-78.62128,826.240356,"(38.62812, -78.62128, 826.240356)",0.00069093,0.07568300000002637,487.708435,3.3263855599999985,3.6481103999999998,4.0,3.6,flat
,38.62809,-78.62128,826.468079,"(38.62809, -78.62128, 826.468079)",0.0020728,0.22772299999996903,487.936158,3.3284583599999986,10.944384000000001,4.0,5.3,up
,38.62803,-78.62128,826.923584,"(38.62803, -78.62128, 826.923584)",0.00414561,0.4555050000000165,488.391663,3.3326039699999987,21.8888208,4.0,5.9,up
,38.62799,-78.62128,827.22699,"(38.62799, -78.62128, 827.22699)",0.00276374,0.3034059999999954,488.695069,3.3353677099999985,14.5925472,4.0,5.6,up
,38.62782,-78.62135,828.10144,"(38.62782, -78.62135, 828.10144)",0.01233864,0.8744500000000244,489.569519,3.3477063499999984,65.1480192,4.0,4.2,flat
,38.62777,-78.62134,828.579224,"(38.62777, -78.62134, 828.579224)",0.00349658,0.4777839999999287,490.04730299999994,3.3512029299999986,18.4619424,4.0,7.2,up
,38.62757,-78.62139,829.868896,"(38.62757, -78.62139, 829.868896)",0.01407977,1.289671999999996,491.33697499999994,3.3652826999999985,74.3411856,4.0,5.5,up
,38.6272,-78.62139,831.0,"(38.6272, -78.62139, 831.0)",0.02556457,1.1311040000000503,492.468079,3.3908472699999983,134.9809296,4.0,2.7,flat
,38.62686,-78.62146,829.195679,"(38.62686, -78.62146, 829.195679)",0.02379369,-1.804320999999959,490.66375800000003,3.4146409599999985,125.63068319999999,4.0,-4.6,flat
,38.62659,-78.6215,828.123901,"(38.62659, -78.6215, 828.123901)",0.01877975,-1.0717779999999948,489.59198000000004,3.4334207099999987,99.15708000000001,4.0,-3.4,flat
,38.62654,-78.62152,828.015869,"(38.62654, -78.62152, 828.015869)",0.00361942,-0.10803200000009383,489.48394799999994,3.437040129999999,19.1105376,4.0,-1.6,flat
,38.6265,-78.62155,828.108093,"(38.6265, -78.62155, 828.108093)",0.0032032,0.09222400000010111,489.57617200000004,3.440243329999999,16.912896,4.0,1.5,flat
,38.62634,-78.6217,829.095215,"(38.62634, -78.6217, 829.095215)",0.01370286,0.9871219999999994,490.56329400000004,3.453946189999999,72.3511008,4.0,4.3,flat
,38.62626,-78.62175,829.735168,"(38.62626, -78.62175, 829.735168)",0.00615118,0.6399529999999913,491.20324700000003,3.460097369999999,32.4782304,4.0,5.9,up
,38.62608,-78.62193,830.886292,"(38.62608, -78.62193, 830.886292)",0.01578216,1.1511239999999816,492.354371,3.475879529999999,83.3298048,4.0,4.4,flat
,38.62597,-78.62213,831.842896,"(38.62597, -78.62213, 831.842896)",0.01320268,0.9566039999999703,493.310975,3.489082209999999,69.7101504,4.0,4.3,flat
,38.62582,-78.62224,832.602478,"(38.62582, -78.62224, 832.602478)",0.01194438,0.7595820000000231,494.070557,3.501026589999999,63.066326399999994,4.0,3.8,flat
,38.62571,-78.62238,833.760376,"(38.62571, -78.62238, 833.760376)",0.01071785,1.157897999999932,495.22845499999994,3.511744439999999,56.590247999999995,4.0,6.3,up
,38.62566,-78.62251,834.02594,"(38.62566, -78.62251, 834.02594)",0.00782151,0.2655640000000403,495.494019,3.5195659499999987,41.297572800000005,4.0,2.0,flat
,38.62556,-78.62272,834.835632,"(38.62556, -78.62272, 834.835632)",0.01327528,0.8096920000000409,496.303711,3.532841229999999,70.09347840000001,4.0,3.6,flat
,38.62554,-78.62279,834.691711,"(38.62554, -78.62279, 834.691711)",0.00402327,-0.14392099999997754,496.15979000000004,3.5368644999999987,21.2428656,4.0,-1.9,flat
,38.62546,-78.62294,835.013672,"(38.62546, -78.62294, 835.013672)",0.00980364,0.3219609999999875,496.48175100000003,3.5466681399999986,51.7632192,4.0,1.9,flat
,38.62543,-78.62294,835.579407,"(38.62543, -78.62294, 835.579407)",0.0020728,0.5657349999999042,497.04748599999994,3.5487409399999987,10.944384000000001,4.0,13.0,up
,38.62524,-78.62295,837.668152,"(38.62524, -78.62295, 837.668152)",0.01313884,2.088745000000017,499.13623099999995,3.5618797799999986,69.3730752,4.0,9.4,up
,38.62501,-78.62303,838.647949,"(38.62501, -78.62303, 838.647949)",0.01646776,0.979797000000076,500.11602800000003,3.5783475399999984,86.9497728,4.0,3.6,flat
,38.62478,-78.62316,838.175598,"(38.62478, -78.62316, 838.175598)",0.01737187,-0.4723510000000033,499.643677,3.5957194099999983,91.7234736,4.0,-1.6,flat
,38.62469,-78.62323,837.744019,"(38.62469, -78.62323, 837.744019)",0.0072764,-0.4315790000000561,499.21209799999997,3.602995809999998,38.419392,4.0,-3.4,flat
,38.62455,-78.62328,837.263794,"(38.62455, -78.62328, 837.263794)",0.01004255,-0.48022500000001855,498.73187299999995,3.6130383599999982,53.024664,4.0,-2.8,flat
,38.62447,-78.62332,836.687805,"(38.62447, -78.62332, 836.687805)",0.00593422,-0.5759889999999359,498.155884,3.618972579999998,31.332681599999997,4.0,-5.5,down
,38.62429,-78.62335,835.935791,"(38.62429, -78.62335, 835.935791)",0.0125418,-0.752014000000031,497.40387,3.6315143799999983,66.220704,4.0,-3.5,flat
,38.62418,-78.62344,835.684448,"(38.62418, -78.62344, 835.684448)",0.00902031,-0.25134300000001986,497.15252699999996,3.640534689999998,47.6272368,4.0,-1.6,flat
,38.62393,-78.62353,837.894592,"(38.62393, -78.62353, 837.894592)",0.01794354,2.210144000000014,499.362671,3.6584782299999983,94.7418912,4.0,7.4,up
,38.62381,-78.62366,840.066345,"(38.62381, -78.62366, 840.066345)",0.01086223,2.171752999999967,501.53442399999994,3.669340459999998,57.3525744,4.0,11.8,up
,38.62373,-78.62374,841.14386,"(38.62373, -78.62374, 841.14386)",0.00701438,1.0775150000000622,502.611939,3.6763548399999983,37.0359264,4.0,8.8,up
,38.62366,-78.62386,841.776062,"(38.62366, -78.62386, 841.776062)",0.00808403,0.6322020000000066,503.244141,3.6844388699999984,42.683678400000005,4.0,4.5,flat
,38.62355,-78.62393,842.906738,"(38.62355, -78.62393, 842.906738)",0.00848776,1.130675999999994,504.374817,3.6929266299999983,44.815372800000006,4.0,7.7,up
,38.62349,-78.62395,843.546326,"(38.62349, -78.62395, 843.546326)",0.00428388,0.6395880000000034,505.014405,3.6972105099999983,22.6188864,4.0,8.1,up
,38.62348,-78.62396,843.678894,"(38.62348, -78.62396, 843.678894)",0.0008768,0.13256799999999203,505.146973,3.6980873099999982,4.629504,4.0,5.5,up
,38.62351,-78.6237,842.728088,"(38.62351, -78.6237, 842.728088)",0.0141871,-0.9508060000000569,504.19616699999995,3.7122744099999982,74.907888,4.0,-4.0,flat
,38.62338,-78.62389,843.66864,"(38.62338, -78.62389, 843.66864)",0.0136334,0.9405520000000251,505.13671899999997,3.725907809999998,71.984352,4.0,4.1,flat
,38.62323,-78.62419,844.509094,"(38.62323, -78.62419, 844.509094)",0.0192266,0.8404540000000225,505.977173,3.745134409999998,101.516448,4.0,2.6,flat
,38.62304,-78.62454,843.781189,"(38.62304, -78.62454, 843.781189)",0.0230063,-0.7279049999999643,505.24926800000003,3.768140709999998,121.473264,4.0,-1.9,flat
,38.62272,-78.62469,845.032166,"(38.62272, -78.62469, 845.032166)",0.02354592,1.2509769999999207,506.50024499999995,3.7916866299999983,124.3224576,4.0,3.2,flat
,38.62246,-78.62479,847.023193,"(38.62246, -78.62479, 847.023193)",0.0187578,1.991027000000031,508.491272,3.810444429999998,99.041184,4.0,6.4,up
,38.62218,-78.62492,849.441833,"(38.62218, -78.62492, 849.441833)",0.0205796,2.418639999999982,510.90991199999996,3.8310240299999982,108.660288,4.0,7.1,up
,38.62186,-78.62494,849.708313,"(38.62186, -78.62494, 849.708313)",0.02213624,0.2664800000000014,511.17639199999996,3.8531602699999983,116.87934720000001,4.0,0.7,flat
,38.62145,-78.62507,850.853516,"(38.62145, -78.62507, 850.853516)",0.02918458,1.1452030000000377,512.321595,3.882344849999998,154.0945824,4.0,2.4,flat
,38.62113,-78.62529,852.778992,"(38.62113, -78.62529, 852.778992)",0.02509755,1.9254760000000033,514.247071,3.907442399999998,132.515064,4.0,4.7,flat
,38.62085,-78.62576,854.572144,"(38.62085, -78.62576, 854.572144)",0.03190598,1.7931519999999637,516.040223,3.939348379999998,168.4635744,4.0,3.4,flat
,38.62063,-78.62602,855.232117,"(38.62063, -78.62602, 855.232117)",0.02068935,0.6599730000000363,516.700196,3.960037729999998,109.239768,4.0,1.9,flat
,38.62044,-78.62623,855.915894,"(38.62044, -78.62623, 855.915894)",0.01734503,0.6837769999999637,517.383973,3.977382759999998,91.5817584,4.0,2.4,flat
,38.62018,-78.6263,857.523682,"(38.62018, -78.6263, 857.523682)",0.01835742,1.6077880000000278,518.991761,3.995740179999998,96.9271776,4.0,5.3,up
,38.61997,-78.62632,859.117432,"(38.61997, -78.62632, 859.117432)",0.01454973,1.59375,520.585511,4.010289909999998,76.82257440000001,5.0,6.5,up
,38.61965,-78.62643,861.520325,"(38.61965, -78.62643, 861.520325)",0.02289342,2.402892999999949,522.988404,4.033183329999998,120.87725760000001,5.0,6.3,up
,38.61937,-78.62662,862.690979,"(38.61937, -78.62662, 862.690979)",0.02189694,1.1706540000000132,524.159058,4.055080269999999,115.6158432,5.0,3.2,flat
,38.61924,-78.62668,862.893311,"(38.61924, -78.62668, 862.893311)",0.0095483,0.20233200000006946,524.36139,4.064628569999998,50.415023999999995,5.0,1.2,flat
,38.61917,-78.62681,862.94397,"(38.61917, -78.62681, 862.94397)",0.00852305,0.05065899999999601,524.412049,4.073151619999998,45.001704000000004,5.0,0.3,flat
,38.61902,-78.62683,862.73822,"(38.61902, -78.62683, 862.73822)",0.0104201,-0.20575000000008004,524.206299,4.083571719999998,55.018128,5.0,-1.2,flat
,38.61879,-78.62677,862.981567,"(38.61879, -78.62677, 862.981567)",0.01621822,0.24334700000008525,524.449646,4.099789939999998,85.63220159999999,5.0,0.9,flat
,38.61851,-78.62681,863.832031,"(38.61851, -78.62681, 863.832031)",0.01946629,0.8504639999999881,525.30011,4.119256229999999,102.7820112,5.0,2.6,flat
,38.61821,-78.62688,863.717041,"(38.61821, -78.62688, 863.717041)",0.02106967,-0.11499000000003434,525.18512,4.140325899999999,111.24785759999999,5.0,-0.3,flat
,38.61799,-78.62696,863.85321,"(38.61799, -78.62696, 863.85321)",0.01580216,0.13616899999999532,525.321289,4.156128059999999,83.4354048,5.0,0.5,flat
,38.61782,-78.62703,864.281128,"(38.61782, -78.62703, 864.281128)",0.0123388,0.42791799999997693,525.749207,4.168466859999999,65.148864,5.0,2.1,flat
,38.61763,-78.62715,864.767822,"(38.61763, -78.62715, 864.767822)",0.01463913,0.4866940000000568,526.235901,4.183105989999999,77.2946064,5.0,2.0,flat
,38.61752,-78.62733,864.491943,"(38.61752, -78.62733, 864.491943)",0.01233649,-0.27587900000003174,525.960022,4.195442479999999,65.1366672,5.0,-1.3,flat
,38.61744,-78.62756,864.512756,"(38.61744, -78.62756, 864.512756)",0.01359126,0.020812999999975546,525.980835,4.209033739999999,71.7618528,5.0,0.1,flat
,38.61729,-78.6278,864.244446,"(38.61729, -78.6278, 864.244446)",0.01659157,-0.26830999999992855,525.712525,4.225625309999999,87.6034896,5.0,-1.0,flat
,38.61701,-78.62806,864.368347,"(38.61701, -78.62806, 864.368347)",0.02390159,0.12390099999993254,525.836426,4.249526899999999,126.2003952,5.0,0.3,flat
,38.6166,-78.62823,864.933472,"(38.6166, -78.62823, 864.933472)",0.02977783,0.56512500000008,526.401551,4.279304729999999,157.2269424,5.0,1.2,flat
,38.61634,-78.62836,865.0,"(38.61634, -78.62836, 865.0)",0.01928652,0.0665279999999484,526.468079,4.2985912499999985,101.8328256,5.0,0.2,flat
,38.61615,-78.62846,864.984131,"(38.61615, -78.62846, 864.984131)",0.01419445,-0.015868999999952393,526.45221,4.312785699999998,74.946696,5.0,-0.1,flat
,38.61587,-78.62883,863.161743,"(38.61587, -78.62883, 863.161743)",0.02780765,-1.8223880000000463,524.629822,4.340593349999998,146.824392,5.0,-4.0,flat
,38.61566,-78.62919,860.780212,"(38.61566, -78.62919, 860.780212)",0.02425381,-2.3815309999999954,522.248291,4.364847159999998,128.0601168,5.0,-5.9,down
,38.61544,-78.62945,859.95636,"(38.61544, -78.62945, 859.95636)",0.02069004,-0.823851999999988,521.424439,4.385537199999998,109.2434112,5.0,-2.4,flat
,38.61514,-78.62984,859.072449,"(38.61514, -78.62984, 859.072449)",0.02954575,-0.8839110000000119,520.540528,4.415082949999998,156.00155999999998,5.0,-1.8,flat
,38.61493,-78.63007,858.248108,"(38.61493, -78.63007, 858.248108)",0.01909735,-0.824341000000004,519.716187,4.434180299999998,100.834008,5.0,-2.6,flat
,38.6148,-78.63024,856.992065,"(38.6148, -78.63024, 856.992065)",0.01284173,-1.256042999999977,518.460144,4.447022029999998,67.8043344,5.0,-5.8,down
,38.61458,-78.63061,855.288269,"(38.61458, -78.63061, 855.288269)",0.02510106,-1.7037960000000112,516.756348,4.4721230899999975,132.5335968,5.0,-4.1,flat
,38.61426,-78.63085,853.835876,"(38.61426, -78.63085, 853.835876)",0.02562672,-1.4523930000000291,515.303955,4.4977498099999975,135.30908159999998,5.0,-3.4,flat
,38.61398,-78.63117,851.894592,"(38.61398, -78.63117, 851.894592)",0.02593707,-1.941283999999996,513.362671,4.523686879999998,136.9477296,5.0,-4.5,flat
,38.61375,-78.6314,849.460083,"(38.61375, -78.6314, 849.460083)",0.02016741,-2.4345089999999345,510.92816200000004,4.543854289999998,106.4839248,5.0,-7.3,down
,38.61342,-78.63149,847.624146,"(38.61342, -78.63149, 847.624146)",0.0233128,-1.835937000000058,509.092225,4.567167089999998,123.09158400000001,5.0,-4.8,flat
,38.61319,-78.63175,845.980896,"(38.61319, -78.63175, 845.980896)",0.02120313,-1.6432499999999663,507.448975,4.588370219999998,111.9525264,5.0,-4.7,flat
,38.61295,-78.63215,843.822266,"(38.61295, -78.63215, 843.822266)",0.02722739,-2.1586300000000165,505.290345,4.615597609999998,143.7606192,5.0,-4.8,flat
,38.61265,-78.63269,841.945374,"(38.61265, -78.63269, 841.945374)",0.03577133,-1.876891999999998,503.413453,4.6513689399999985,188.87262239999998,5.0,-3.2,flat
,38.6125,-78.63312,840.536194,"(38.6125, -78.63312, 840.536194)",0.02542343,-1.409179999999992,502.004273,4.6767923699999985,134.2357104,5.0,-3.4,flat
,38.61227,-78.63359,836.538879,"(38.61227, -78.63359, 836.538879)",0.02994014,-3.9973150000000714,498.00695799999994,4.706732509999998,158.0839392,5.0,-8.1,down
,38.61216,-78.63383,834.344543,"(38.61216, -78.63383, 834.344543)",0.01502184,-2.1943359999999075,495.81262200000003,4.7217543499999985,79.3153152,5.0,-8.7,down
,38.61194,-78.63406,832.311951,"(38.61194, -78.63406, 832.311951)",0.01962777,-2.0325920000000224,493.78003,4.741382119999998,103.63462559999999,5.0,-6.2,down
,38.61169,-78.63419,830.237854,"(38.61169, -78.63419, 830.237854)",0.01864482,-2.0740970000000516,491.70593299999996,4.760026939999998,98.44464959999999,5.0,-6.7,down
,38.6113,-78.63443,826.987793,"(38.6113, -78.63443, 826.987793)",0.02989992,-3.2500609999999597,488.455872,4.789926859999998,157.8715776,5.0,-6.6,down
,38.611,-78.63477,824.904907,"(38.611, -78.63477, 824.904907)",0.02768772,-2.0828860000000304,486.37298599999997,4.817614579999998,146.1911616,5.0,-4.6,flat
,38.61087,-78.63503,824.343323,"(38.61087, -78.63503, 824.343323)",0.01666509,-0.5615839999999253,485.81140200000004,4.834279669999998,87.9916752,5.0,-2.0,flat
,38.61061,-78.63533,822.689026,"(38.61061, -78.63533, 822.689026)",0.02418795,-1.6542970000000423,484.157105,4.858467619999998,127.71237599999999,5.0,-4.1,flat
,38.61061,-78.63533,822.689026,"(38.61061, -78.63533, 822.689026)",0.0,0.0,484.157105,4.858467619999998,0.0,5.0,0.0,flat
,38.61042,-78.63552,820.034302,"(38.61042, -78.63552, 820.034302)",0.01666033,-2.6547239999999874,481.502381,4.875127949999998,87.96654240000001,5.0,-9.5,down
,38.61029,-78.63572,818.581726,"(38.61029, -78.63572, 818.581726)",0.01404551,-1.4525760000000218,480.049805,4.889173459999998,74.16029280000001,5.0,-6.2,down
,38.61025,-78.63578,818.076721,"(38.61025, -78.63578, 818.076721)",0.00425817,-0.5050049999999828,479.5448,4.893431629999998,22.483137600000003,5.0,-6.4,down
,38.6101,-78.63585,816.378967,"(38.6101, -78.63585, 816.378967)",0.01103159,-1.6977540000000317,477.847046,4.904463219999998,58.2467952,5.0,-9.1,down
,38.60995,-78.63606,814.292603,"(38.60995, -78.63606, 814.292603)",0.01536107,-2.086364000000003,475.760682,4.9198242899999975,81.10644959999999,5.0,-8.1,down
,38.60978,-78.63619,812.782104,"(38.60978, -78.63619, 812.782104)",0.01368316,-1.5104989999999816,474.250183,4.933507449999998,72.2470848,5.0,-6.6,down
,38.60954,-78.6364,810.771606,"(38.60954, -78.6364, 810.771606)",0.020088,-2.010497999999984,472.239685,4.953595449999998,106.06464000000001,5.0,-6.0,down
,38.60922,-78.6367,808.202881,"(38.60922, -78.6367, 808.202881)",0.027408,-2.568724999999972,469.67096000000004,4.9810034499999984,144.71424,5.0,-5.7,down
,38.60903,-78.63688,807.103577,"(38.60903, -78.63688, 807.103577)",0.01633355,-1.0993040000000747,468.57165599999996,4.997336999999998,86.24114399999999,5.0,-4.0,flat
,38.60883,-78.63715,806.000793,"(38.60883, -78.63715, 806.000793)",0.02008639,-1.1027839999999287,467.46887200000003,5.0174233899999985,106.05613919999999,6.0,-3.3,flat
,38.60866,-78.63737,804.41156,"(38.60866, -78.63737, 804.41156)",0.01670494,-1.5892330000000356,465.879639,5.034128329999999,88.2020832,6.0,-5.7,down
,38.60862,-78.63743,804.00769,"(38.60862, -78.63743, 804.00769)",0.00425823,-0.4038699999999835,465.475769,5.038386559999998,22.4834544,6.0,-5.1,down
,38.60866,-78.63748,804.796265,"(38.60866, -78.63748, 804.796265)",0.00386341,0.7885749999999234,466.26434399999994,5.0422499699999985,20.3988048,6.0,10.9,up
,38.60864,-78.6375,804.613953,"(38.60864, -78.6375, 804.613953)",0.00175374,-0.18231199999991077,466.082032,5.044003709999998,9.2597472,6.0,-4.8,flat
,38.60857,-78.6376,804.431946,"(38.60857, -78.6376, 804.431946)",0.00724865,-0.1820069999999987,465.900025,5.0512523599999986,38.272872,6.0,-1.4,flat
,38.6086,-78.63767,804.937988,"(38.6086, -78.63767, 804.937988)",0.0043105,0.5060419999999795,466.406067,5.055562859999998,22.75944,6.0,6.4,up
,38.60855,-78.63773,804.848633,"(38.60855, -78.63773, 804.848633)",0.00473593,-0.08935500000006869,466.31671199999994,5.060298789999998,25.0057104,6.0,-1.0,flat
,38.6086,-78.6378,805.012817,"(38.6086, -78.6378, 805.012817)",0.00512041,0.16418400000009115,466.48089600000003,5.065419199999998,27.0357648,6.0,1.8,flat
,38.6086,-78.63784,805.035828,"(38.6086, -78.63784, 805.035828)",0.00215966,0.023010999999996784,466.503907,5.0675788599999985,11.4030048,6.0,0.5,flat
,38.60849,-78.63791,805.830322,"(38.60849, -78.63791, 805.830322)",0.00848811,0.794493999999986,467.298401,5.0760669699999985,44.8172208,6.0,5.4,up
,38.60827,-78.63818,804.172363,"(38.60827, -78.63818, 804.172363)",0.02106103,-1.6579590000000053,465.640442,5.097127999999999,111.20223840000001,6.0,-4.8,flat
,38.6081,-78.63853,803.836853,"(38.6081, -78.63853, 803.836853)",0.0222501,-0.3355099999999993,465.304932,5.119378099999999,117.48052799999999,6.0,-0.9,flat
,38.60795,-78.63887,804.672791,"(38.60795, -78.63887, 804.672791)",0.02108082,0.8359379999999419,466.14086999999995,5.140458919999999,111.3067296,6.0,2.4,flat
,38.60778,-78.63913,802.538513,"(38.60778, -78.63913, 802.538513)",0.0183038,-2.134277999999995,464.00659199999996,5.158762719999999,96.64406399999999,6.0,-7.0,down
,38.60742,-78.63956,799.309265,"(38.60742, -78.63956, 799.309265)",0.03402514,-3.229247999999984,460.77734399999997,5.192787859999998,179.6527392,6.0,-5.8,down
,38.60718,-78.63994,798.782471,"(38.60718, -78.63994, 798.782471)",0.02638047,-0.5267939999999953,460.25055,5.219168329999999,139.2888816,6.0,-1.2,flat
,38.60697,-78.64029,798.441833,"(38.60697, -78.64029, 798.441833)",0.02382522,-0.34063800000001265,459.90991199999996,5.242993549999999,125.79716160000001,6.0,-0.9,flat
,38.60664,-78.64065,798.618713,"(38.60664, -78.64065, 798.618713)",0.02996149,0.17687999999998283,460.08679199999995,5.2729550399999985,158.1966672,6.0,0.4,flat
,38.60632,-78.64089,796.091248,"(38.60632, -78.64089, 796.091248)",0.02562744,-2.5274650000000065,457.55932699999994,5.2985824799999985,135.31288320000002,6.0,-6.0,down
,38.60598,-78.64104,792.077759,"(38.60598, -78.64104, 792.077759)",0.02484867,-4.013488999999936,453.545838,5.3234311499999984,131.2009776,6.0,-9.8,down
,38.60564,-78.64119,789.133728,"(38.60564, -78.64119, 789.133728)",0.02484869,-2.9440309999999954,450.601807,5.348279839999998,131.2010832,6.0,-7.2,down
,38.60548,-78.64125,788.456055,"(38.60548, -78.64125, 788.456055)",0.01151985,-0.6776730000000271,449.924134,5.359799689999998,60.824808,6.0,-3.5,flat
,38.6051,-78.6414,786.066711,"(38.6051, -78.6414, 786.066711)",0.02747629,-2.3893439999999373,447.53479000000004,5.387275979999998,145.0748112,6.0,-5.3,down
,38.60473,-78.64155,782.201294,"(38.60473, -78.64155, 782.201294)",0.02681684,-3.865417000000093,443.66937299999995,5.414092819999999,141.59291520000002,6.0,-8.8,down
,38.60469,-78.64138,779.831787,"(38.60469, -78.64138, 779.831787)",0.00958609,-2.3695069999999987,441.29986599999995,5.423678909999999,50.6145552,6.0,-14.4,down
,38.60461,-78.64119,776.714722,"(38.60461, -78.64119, 776.714722)",0.01165328,-3.1170649999999114,438.18280100000004,5.435332189999999,61.5293184,6.0,-15.8,bigDown
,38.60454,-78.64112,774.898682,"(38.60454, -78.64112, 774.898682)",0.00613821,-1.8160400000000436,436.366761,5.441470399999998,32.4097488,6.0,-16.7,bigDown
,38.60456,-78.641,773.888306,"(38.60456, -78.641, 773.888306)",0.00662506,-1.0103760000000648,435.35638499999993,5.4480954599999984,34.980316800000004,6.0,-8.7,down
,38.60484,-78.64069,773.448669,"(38.60484, -78.64069, 773.448669)",0.02558209,-0.4396369999999479,434.916748,5.473677549999999,135.07343519999998,6.0,-1.0,flat
,38.60501,-78.64046,770.459961,"(38.60501, -78.64046, 770.459961)",0.01709354,-2.988707999999974,431.92804,5.490771089999999,90.2538912,6.0,-10.5,down
,38.60529,-78.64005,764.629761,"(38.60529, -78.64005, 764.629761)",0.02939975,-5.830199999999991,426.09784,5.520170839999999,155.23068,6.0,-12.1,down
,38.60546,-78.63981,763.760315,"(38.60546, -78.63981, 763.760315)",0.01748969,-0.869446000000039,425.228394,5.537660529999998,92.34556319999999,6.0,-3.0,flat
,38.60572,-78.63936,761.059326,"(38.60572, -78.63936, 761.059326)",0.03021702,-2.700988999999936,422.52740500000004,5.567877549999999,159.5458656,6.0,-5.4,down
,38.60587,-78.63891,756.196777,"(38.60587, -78.63891, 756.196777)",0.02641518,-4.862549000000058,417.664856,5.5942927299999985,139.4721504,6.0,-11.2,down
,38.606,-78.63842,752.187073,"(38.606, -78.63842, 752.187073)",0.02793995,-4.009703999999942,413.65515200000004,5.622232679999999,147.52293600000002,6.0,-8.7,down
,38.60606,-78.6381,750.243347,"(38.60606, -78.6381, 750.243347)",0.01776827,-1.9437260000000833,411.71142599999996,5.640000949999999,93.8164656,6.0,-6.6,down
,38.60606,-78.63806,749.811523,"(38.60606, -78.63806, 749.811523)",0.00215973,-0.431824000000006,411.27960199999995,5.642160679999999,11.403374399999999,6.0,-9.6,down
,38.60602,-78.63797,748.26355,"(38.60602, -78.63797, 748.26355)",0.00559035,-1.5479729999999563,409.731629,5.647751029999999,29.517048,6.0,-15.5,bigDown
,38.60591,-78.63791,746.34967,"(38.60591, -78.63791, 746.34967)",0.00826192,-1.9138800000000629,407.81774899999994,5.656012949999999,43.62293760000001,6.0,-13.4,down
,38.60572,-78.63784,745.278503,"(38.60572, -78.63784, 745.278503)",0.013661,-1.0711669999999458,406.746582,5.669673949999999,72.13007999999999,6.0,-4.7,flat
,38.60559,-78.6378,745.679932,"(38.60559, -78.6378, 745.679932)",0.00923815,0.40142900000000736,407.148011,5.678912099999999,48.777432000000005,6.0,2.5,flat
